type,layer,block,x,y
INSERT,CENTER,*X97,-6550481.649630097,-9364380.736089868
INSERT,CENTER,*X97,-6550816.424056334,-9365578.843799374
INSERT,CENTER,*X97,-6546147.658719567,-9365591.73682785
INSERT,CENTER,*X97,-6546482.4331458,-9366789.844537361
INSERT,A-STRS,A$C6DF77E91,-6621306.532816195,-9340354.400991204
INSERT,A-STRS,A$C6DF77E91,-6584899.668916833,-9350527.289210859
INSERT,A-STRS,A$C6DF77E91,-6585393.636638229,-9352295.126039276
INSERT,A-STRS,A$C6DF77E91,-6561035.233365267,-9357195.473250957
INSERT,A-STRS,A$C6DF77E91,-6556820.716857339,-9342108.631712987
INSERT,A-STRS,A$C6DF77E91,-6580197.301711283,-9333698.219487299
INSERT,A-STRS,A$C6DF77E91,-6580677.0808499,-9335415.277495311
INSERT,A-STRS,A$C6DF77E91,-6617091.081069323,-9325267.9283065
INSERT,龙阳路站平剖面图0625$0$A-DOOR,龙阳路站平剖面图0625$0$$TCHSYS$LDOR22D,-6594751.133471524,-9329986.089721742
INSERT,龙阳路站平剖面图0625$0$A-DOOR,龙阳路站平剖面图0625$0$$TCHSYS$LDOR22D,-6599756.603188376,-9347899.918818111
INSERT,建-窗扇,$DorLib2D$00000001,-6656583.300069733,-9332405.6150113
INSERT,建-窗扇,$DorLib2D$00000001,-6661391.780549333,-9333450.131874412
INSERT,建-窗扇,$DorLib2D$00000001,-6663365.764371961,-9337913.570892478
INSERT,建-窗扇,$DorLib2D$00000001,-6662476.298988013,-9337331.461512066
INSERT,建-窗扇,$DorLib2D$00000009,-6499754.923857263,-9355283.900032368
INSERT,建-窗扇,$DorLib2D$00000001,-6670333.092883087,-9327733.014287179
INSERT,建-窗扇,$DorLib2D$00000001,-6665385.81284026,-9326934.941497338
INSERT,建-窗扇,$DorLib2D$00000001,-6663844.838294295,-9327365.519537512
INSERT,建-窗扇,$DorLib2D$00000001,-6665950.946517986,-9328957.470588921
INSERT,建-窗扇,$DorLib2D$00000001,-6664409.971972014,-9329388.048629089
INSERT,建-窗扇,$DorLib2D$00000001,-6680662.270889751,-9321223.161602109
INSERT,建-窗扇,$DorLib2D$00000001,-6682203.245435721,-9320792.583561937
INSERT,建-窗扇,$DorLib2D$00000001,-6676785.923794323,-9325929.968743963
INSERT,建-窗扇,$DORLIB2D$00000025,-6679090.345324823,-9331204.401505964
INSERT,建-窗扇,$DORLIB2D$00000025,-6663632.444410579,-9335523.637471437
INSERT,建-窗扇,$DorLib2D$00000001,-6534935.117659036,-9366739.106184967
INSERT,建-窗扇,$DORLIB2D$00000025,-6533755.321371623,-9368833.880807741
INSERT,建-窗扇,$DorLib2D$00000001,-6528917.108713633,-9369355.127655271
INSERT,建-窗扇,$DorLib2D$00000001,-6521549.324165723,-9371413.828909842
INSERT,建-窗扇,$DorLib2D$00000001,-6508788.128706924,-9374979.553305017
INSERT,建-窗扇,$DORLIB2D$00000025,-6516949.067729657,-9373529.872558362
INSERT,建-窗扇,$DORLIB2D$00000025,-6518682.664093874,-9373045.472263171
INSERT,建-窗扇,$DORLIB2D$00000025,-6504067.471267196,-9375364.12255716
INSERT,建-窗扇,$DorLib2D$00000001,-6528809.316011411,-9347788.524289573
INSERT,建-窗扇,$DORLIB2D$00000025,-6485987.808004011,-9362868.592325629
INSERT,建-窗扇,$DORLIB2D$00000025,-6489970.6548756,-9377122.606875831
INSERT,建-窗扇,$DORLIB2D$00000025,-6507113.996699494,-9372332.426178919
INSERT,建-窗扇,$DORLIB2D$00000025,-6503131.149827906,-9358078.411628712
INSERT,建-窗扇,$DORLIB2D$00000025,-6508620.87164792,-9356544.477360603
INSERT,建-窗扇,$DORLIB2D$00000025,-6517818.563469165,-9353974.464683329
INSERT,建-窗扇,$DORLIB2D$00000025,-6512603.718519506,-9370798.491910806
INSERT,建-窗扇,$DORLIB2D$00000025,-6519552.15983338,-9353490.064388143
INSERT,建-窗扇,$DORLIB2D$00000025,-6528942.473472874,-9350866.229455839
INSERT,建-窗扇,$DORLIB2D$00000025,-6495206.867645791,-9377839.946283144
INSERT,建-窗扇,$DorLib2D$00000002,-6676274.847538592,-9317226.42338981
INSERT,建-窗扇,$DorLib2D$00000002,-6538023.432639471,-9364785.952176299
INSERT,建-窗扇,$DorLib2D$00000002,-6533475.452090161,-9348509.408534509
INSERT,建-窗扇,$DorLib2D$00000001,-6536861.335841491,-9366200.88363475
INSERT,建-窗扇,$DorLib2D$00000001,-6493283.32233994,-9355534.73447938
INSERT,建-窗扇,$DorLib2D$00000002,-6656085.444221384,-9330623.863230448
INSERT,建-窗扇,$DORLIB2D$00000025,-6684874.322820834,-9321136.452145463
INSERT,建-窗扇,$DorLib2D$00000001,-6504106.990696146,-9355625.304496953
INSERT,建-窗扇,$DORLIB2D$00000025,-6653463.08156127,-9329228.078834905
INSERT,建-窗扇,$DorLib2D$00000001,-6523319.594191399,-9349322.458557681
INSERT,建-窗扇,$DorLib2D$00000001,-6515951.809643487,-9351381.159812254
INSERT,建-窗扇,$DORLIB2D$00000025,-6525849.166081319,-9347785.004150649
INSERT,建-窗扇,$DORLIB2D$00000025,-6507598.248802507,-9352884.662813929
INSERT,建-窗扇,$DorLib2D$00000001,-6505251.338607314,-9347829.76295976
INSERT,建-窗扇,$DorLib2D$00000001,-6665190.320573741,-9321590.385129056
INSERT,建-窗扇,$DORLIB2D$00000025,-6487775.37481415,-9383758.17357736
INSERT,建-柱-平面-混凝土柱,_FZH,-6698235.856781472,-9310726.687007926
INSERT,建-柱-平面-混凝土柱,_FZH,-6702864.570713316,-9327292.163377082
INSERT,建-柱-平面-混凝土柱,_FZH,-6674302.595864403,-9317414.102194337
INSERT,建-柱-平面-混凝土柱,_FZH,-6678931.309796247,-9333979.578563498
INSERT,建-柱-平面-混凝土柱,_FZH,-6646372.432218728,-9325218.32917245
INSERT,建-柱-平面-混凝土柱,_FZH,-6651001.146150576,-9341783.805541608
INSERT,建-柱-平面-混凝土柱,_FZH,-6622294.704937975,-9331946.111050136
INSERT,建-柱-平面-混凝土柱,_FZH,-6626923.418869822,-9348511.587419293
INSERT,建-柱-平面-混凝土柱,_FZH,-6593401.43220107,-9340019.449303353
INSERT,建-柱-平面-混凝土柱,_FZH,-6598030.146132917,-9356584.925672512
INSERT,建-柱-平面-混凝土柱,_FZH,-6569136.873396014,-9364658.263925729
INSERT,建-柱-平面-混凝土柱,_FZH,-6564508.159464168,-9348092.787556574
INSERT,建-柱-平面-混凝土柱,_FZH,-6535614.886727263,-9356166.125809789
INSERT,建-柱-平面-混凝土柱,_FZH,-6540243.600659108,-9372731.60217895
INSERT,建-柱-平面-混凝土柱,_FZH,-6511350.327922207,-9380804.940432167
INSERT,建-柱-平面-混凝土柱,_FZH,-6506721.613990359,-9364239.464063008
INSERT,建-柱-平面-混凝土柱,_FZH,-6478020.963071704,-9372258.980061207
INSERT,建-柱-平面-混凝土柱,_FZH,-6482649.677003551,-9388824.456430368
INSERT,建-柱-平面-混凝土柱,_FZH,-6686621.180584049,-9313193.323813255
INSERT,建-柱-平面-混凝土柱,_FZH,-6691653.561425725,-9331203.463809123
INSERT,建-柱-平面-混凝土柱,_FZH,-6659654.126042453,-9320728.439512668
INSERT,建-柱-平面-混凝土柱,_FZH,-6664686.506871283,-9338738.57951213
INSERT,建-柱-平面-混凝土柱,_FZH,-6694652.432896874,-9298645.334713441
INSERT,建-柱-平面-混凝土柱,_FZH,-6670889.698215924,-9305181.271179364
INSERT,建-柱-平面-混凝土柱,_FZH,-6642954.719024865,-9312986.843713829
INSERT,建-柱-平面-混凝土柱,_FZH,-6618876.991744115,-9319714.625591513
INSERT,建-柱-平面-混凝土柱,_FZH,-6590039.523407456,-9327876.201415596
INSERT,建-柱-平面-混凝土柱,_FZH,-6561119.339543035,-9335853.228759697
INSERT,建-柱-平面-混凝土柱,_FZH,-6532197.173533403,-9343934.640351166
INSERT,建-柱-平面-混凝土柱,_FZH,-6503303.9007965,-9352007.97860439
INSERT,建-柱-平面-混凝土柱,_FZH,-6474603.249877843,-9360027.494602581
INSERT,建-柱-平面-混凝土柱,_FZH,-6521168.250358813,-9360202.794936398
INSERT,建-柱-平面-混凝土柱,_FZH,-6525864.24210943,-9377009.048578367
INSERT,建-柱-平面-混凝土柱,_FZH,-6492756.532167524,-9368141.577552066
INSERT,建-柱-平面-混凝土柱,_FZH,-6497452.523918147,-9384947.831194029
INSERT,建-柱-平面-混凝土柱,_FZH,-6517656.348194086,-9347634.221304257
INSERT,建-窗扇,$DorLib2D$00000001,-6609151.237719544,-9325599.016017912
INSERT,建-窗扇,$DorLib2D$00000001,-6614434.721099107,-9341535.066444036
INSERT,建-窗扇,$DorLib2D$00000001,-6573182.997382843,-9337341.6724566
INSERT,建-窗扇,$DorLib2D$00000001,-6577499.542235567,-9352789.942279933
INSERT,建-窗扇,$DorLib2D$00000001,-6554046.846945486,-9360931.683267272
INSERT,建-窗扇,$DorLib2D$00000001,-6549318.561841854,-9344009.856534363
INSERT,建-窗扇,$DorLib2D$00000001,-6486241.700423574,-9374925.040336512
INSERT,建-窗扇,$DorLib2D$00000001,-6483340.680877914,-9364542.724333054
INSERT,建-窗扇,$DORLIB2D$00000025,-6491113.654008354,-9378983.669202268
INSERT,建-柱-平面-混凝土柱,_FZH,-6689643.30020068,-9324009.03889764
INSERT,建-柱-平面-混凝土柱,_FZH,-6688243.921570123,-9319000.871623243
INSERT,建-柱-平面-混凝土柱,_FZH,-6662676.24564623,-9331544.15460064
INSERT,建-柱-平面-混凝土柱,_FZH,-6661276.867015674,-9326535.987326248
INSERT,建-窗扇,$DorLib2D$00000001,-6492825.833172258,-9353897.449024287
INSERT,建-窗扇,$DorLib2D$00000001,-6492088.146097451,-9386187.165932625
INSERT,建-窗扇,$WINLIB2D$00000001,-6648860.263939987,-9329662.785643911
INSERT,建-窗扇,$DORLIB2D$00000025,-6674113.542362561,-9323053.002790748
INSERT,建-窗扇,$DORLIB2D$00000025,-6671405.657953619,-9325252.880545823
INSERT,建-窗扇,$DORLIB2D$00000025,-6670391.388383904,-9321622.961126196
INSERT,建-窗扇,$DORLIB2D$00000025,-6669672.061589405,-9325737.280841023
INSERT,建-窗扇,$DorLib2D$00000001,-6682358.859620154,-9335098.462920635
INSERT,建-窗扇,$DorLib2D$00000001,-6680200.587193787,-9327374.328008952
INSERT,建-窗扇,$DorLib2D$00000001,-6480326.63955212,-9353755.9013338
INSERT,建-窗扇,$DorLib2D$00000001,-6476604.404704562,-9361243.833108325
INSERT,建-窗扇,$DORLIB2D$00000025,-6523535.006704967,-9367744.078938343
INSERT,建-窗扇,$DorLib2D$00000001,-6509773.904999993,-9375534.751557912
INSERT,建-窗扇,$WINLIB2D$00000001,-6483598.606744003,-9386275.038389898
INSERT,建-窗扇,$WINLIB2D$00000001,-6475525.269198479,-9357381.765663451
INSERT,建-窗扇,$DorLib2D$00000001,-6483006.561937544,-9384156.198389476
INSERT,建-窗扇,$DORLIB2D$00000025,-6532732.69852622,-9365174.066261069
INSERT,建-窗扇,$DORLIB2D$00000025,-6521801.410340754,-9368228.479233534
INSERT,建-窗扇,$WINLIB2D$00000001,-6473127.73983039,-9355118.472714252
INSERT,建-窗扇,$DORLIB2D$00000025,-6679499.932215348,-9324870.514195772
INSERT,建-窗扇,$DORLIB2D$00000127,-6489948.037069061,-9383358.750591529
INSERT,建-窗扇,$DORLIB2D$00000025,-6657171.051562504,-9328192.000425739
INSERT,建-窗扇,$DORLIB2D$00000025,-6655072.033014059,-9327740.202757215
INSERT,建-窗扇,$DorLib2D$00000001,-6667841.7410229,-9326248.707745815
INSERT,建-窗扇,$WINLIB2D$00000001,-6480820.032829121,-9376330.937022446
INSERT,建-窗扇,$WINLIB2D$00000001,-6480147.254641353,-9373923.164294367
INSERT,建-窗扇,$WINLIB2D$00000001,-6478801.698265812,-9369107.618838219
INSERT,建-窗扇,$WINLIB2D$00000001,-6478128.920078047,-9366699.846110147
INSERT,建-柱-平面-混凝土柱,_FZH,-6489244.630027374,-9355573.003911514
INSERT,建-柱-平面-混凝土柱,_FZH,-6590982.539573283,-9320214.78865356
INSERT,建-柱-平面-混凝土柱,_FZH,-6531558.709097875,-9336818.954200964
INSERT,建-柱-平面-混凝土柱,_FZH,-6532588.059725151,-9340502.846474874
INSERT,建-柱-平面-混凝土柱,_FZH,-6583470.288661667,-9322313.856599402
INSERT,建-柱-平面-混凝土柱,_FZH,-6598494.790484876,-9318115.720707723
INSERT,建-柱-平面-混凝土柱,_FZH,-6603330.51928665,-9316842.397513987
INSERT,建-柱-平面-混凝土柱,_FZH,-6608146.064742799,-9315496.841138447
INSERT,建-柱-平面-混凝土柱,_FZH,-6612961.610198952,-9314151.284762912
INSERT,建-柱-平面-混凝土柱,_FZH,-6617777.155655105,-9312805.728387377
INSERT,建-柱-平面-混凝土柱,_FZH,-6622592.70111125,-9311460.172011841
INSERT,建-柱-平面-混凝土柱,_FZH,-6627408.246567402,-9310114.615636303
INSERT,建-柱-平面-混凝土柱,_FZH,-6632223.792023553,-9308769.059260766
INSERT,建-柱-平面-混凝土柱,_FZH,-6637039.337479706,-9307423.50288523
INSERT,建-柱-平面-混凝土柱,_FZH,-6641854.882935855,-9306077.946509697
INSERT,建-柱-平面-混凝土柱,_FZH,-6642336.43748143,-9305943.390872155
INSERT,建-柱-平面-混凝土柱,_FZH,-6647151.982937607,-9304597.834496698
INSERT,建-柱-平面-混凝土柱,_FZH,-6651967.528393758,-9303252.27812116
INSERT,建-柱-平面-混凝土柱,_FZH,-6656783.073849902,-9301906.721745627
INSERT,建-柱-平面-混凝土柱,_FZH,-6661598.619306055,-9300561.165370089
INSERT,建-柱-平面-混凝土柱,_FZH,-6666414.164762207,-9299215.608994554
INSERT,建-柱-平面-混凝土柱,_FZH,-6669957.485054075,-9298147.664094829
INSERT,建-柱-平面-混凝土柱,_FZH,-6677662.35778401,-9295994.773893943
INSERT,建-柱-平面-混凝土柱,_FZH,-6685367.230513848,-9293841.883693083
INSERT,建-柱-平面-混凝土柱,_FZH,-6693072.10369718,-9291688.993365511
INSERT,建-柱-平面-混凝土柱,_FZH,-6535383.172900367,-9335828.197972809
INSERT,建-柱-平面-混凝土柱,_FZH,-6541209.983355798,-9334200.074631693
INSERT,建-柱-平面-混凝土柱,_FZH,-6546025.528811951,-9332854.518256153
INSERT,建-柱-平面-混凝土柱,_FZH,-6550841.074268099,-9331508.961880617
INSERT,建-柱-平面-混凝土柱,_FZH,-6555656.619724251,-9330163.405505082
INSERT,建-柱-平面-混凝土柱,_FZH,-6560472.165180402,-9328817.849129544
INSERT,建-柱-平面-混凝土柱,_FZH,-6565287.71063655,-9327472.292754013
INSERT,建-柱-平面-混凝土柱,_FZH,-6570103.256092704,-9326126.736378473
INSERT,建-柱-平面-混凝土柱,_FZH,-6574918.801548853,-9324781.180002938
INSERT,建-柱-平面-混凝土柱,_FZH,-6579734.347005007,-9323435.623627398
INSERT,建-柱-平面-混凝土柱,_FZH,-6649204.540591953,-9344829.656566648
INSERT,建-柱-平面-混凝土柱,_FZH,-6644388.9951358,-9346175.212942183
INSERT,建-柱-平面-混凝土柱,_FZH,-6630327.602403818,-9350104.237558758
INSERT,建-柱-平面-混凝土柱,_FZH,-6625512.056947671,-9351449.793934293
INSERT,建-柱-平面-混凝土柱,_FZH,-6620696.511491518,-9352795.350309822
INSERT,建-柱-平面-混凝土柱,_FZH,-6615880.966035371,-9354140.906685367
INSERT,建-柱-平面-混凝土柱,_FZH,-6611065.420579221,-9355486.4630609
INSERT,建-柱-平面-混凝土柱,_FZH,-6606249.875123065,-9356832.019436437
INSERT,建-柱-平面-混凝土柱,_FZH,-6601434.329666914,-9358177.575811973
INSERT,建-柱-平面-混凝土柱,_FZH,-6596618.784210767,-9359523.13218751
INSERT,建-柱-平面-混凝土柱,_FZH,-6591803.23875462,-9360868.688563051
INSERT,建-柱-平面-混凝土柱,_FZH,-6586987.693298464,-9362214.244938583
INSERT,建-柱-平面-混凝土柱,_FZH,-6582172.147842314,-9363559.801314123
INSERT,建-柱-平面-混凝土柱,_FZH,-6577356.602386163,-9364905.357689659
INSERT,建-柱-平面-混凝土柱,_FZH,-6572541.056930013,-9366250.914065194
INSERT,建-柱-平面-混凝土柱,_FZH,-6567725.511473863,-9367596.470440728
INSERT,建-柱-平面-混凝土柱,_FZH,-6562909.966017707,-9368942.026816267
INSERT,建-柱-平面-混凝土柱,_FZH,-6558094.420561562,-9370287.583191803
INSERT,建-柱-平面-混凝土柱,_FZH,-6554069.54572405,-9371490.083729089
INSERT,建-柱-平面-混凝土柱,_FZH,-6545979.429357712,-9373750.61843999
INSERT,建-柱-平面-混凝土柱,_FZH,-6641182.763025814,-9347148.968895636
INSERT,建-柱-平面-混凝土柱,_FZH,-6633285.268477703,-9349355.68135152
INSERT,建-柱-平面-混凝土柱,_FZH,-6542175.148900847,-9374813.607849949
INSERT,建-柱-平面-混凝土柱,_FZH,-6541145.798273562,-9371129.715575998
INSERT,建-窗扇,$WINLIB2D$00000001,-6538300.406773958,-9376181.819204695
INSERT,建-窗扇,$WINLIB2D$00000001,-6537626.230410093,-9376370.197097273
INSERT,建-窗扇,$WINLIB2D$00000001,-6533966.41586342,-9377392.819942681
INSERT,建-窗扇,$WINLIB2D$00000001,-6532521.752226573,-9377796.48685534
INSERT,建-窗扇,$WINLIB2D$00000001,-6525298.43404235,-9379814.821418644
INSERT,建-窗扇,$WINLIB2D$00000001,-6523853.770405501,-9380218.488331305
INSERT,建-窗扇,$WINLIB2D$00000001,-6522409.106768654,-9380622.155243967
INSERT,建-窗扇,$WINLIB2D$00000001,-6520964.443131815,-9381025.822156626
INSERT,建-窗扇,$WINLIB2D$00000001,-6519519.77949497,-9381429.489069288
INSERT,建-窗扇,$WINLIB2D$00000001,-6518075.115858124,-9381833.155981949
INSERT,建-窗扇,$WINLIB2D$00000001,-6516630.452221281,-9382236.822894613
INSERT,建-窗扇,$WINLIB2D$00000001,-6515185.788584433,-9382640.489807272
INSERT,建-窗扇,$WINLIB2D$00000001,-6509407.134037052,-9384255.157457912
INSERT,建-窗扇,$WINLIB2D$00000001,-6507962.470400205,-9384658.824370578
INSERT,建-窗扇,$WINLIB2D$00000001,-6496405.161305443,-9387888.159671865
INSERT,建-窗扇,$WINLIB2D$00000001,-6528187.761316035,-9379007.487593323
INSERT,建-窗扇,$WINLIB2D$00000001,-6526743.097679196,-9379411.15450598
INSERT,建-窗扇,$WINLIB2D$00000001,-6500016.820397562,-9386878.992390212
INSERT,建-窗扇,$WINLIB2D$00000001,-6492071.170394909,-9389099.16040985
INSERT,建-窗扇,$WINLIB2D$00000001,-6531077.088589732,-9378200.153767998
INSERT,建-窗扇,$WINLIB2D$00000001,-6529632.42495289,-9378603.820680663
INSERT,建-窗扇,$WINLIB2D$00000001,-6506517.806763363,-9385062.491283237
INSERT,建-窗扇,$WINLIB2D$00000001,-6495730.984941578,-9388076.537564442
INSERT,建-窗扇,$WINLIB2D$00000001,-6494190.010395613,-9388507.11560461
INSERT,建-窗扇,$WINLIB2D$00000001,-6493515.834031747,-9388695.49349719
INSERT,建-窗扇,$WINLIB2D$00000001,-6491396.994031047,-9389287.538302422
INSERT,建-窗扇,$WINLIB2D$00000001,-6489856.01948508,-9389718.116342596
INSERT,建-窗扇,$WINLIB2D$00000001,-6489181.843121209,-9389906.494235173
INSERT,建-窗扇,$WINLIB2D$00000001,-6487640.86857525,-9390337.072275341
INSERT,建-窗扇,$WINLIB2D$00000001,-6486966.692211381,-9390525.450167915
INSERT,建-窗扇,$WINLIB2D$00000001,-6486292.515847512,-9390713.828060492
INSERT,建-窗扇,$WINLIB2D$00000001,-6485618.33948365,-9390902.20595307
INSERT,建-窗扇,$WINLIB2D$00000001,-6474805.733025046,-9352391.29786755
INSERT,建-窗扇,$WINLIB2D$00000001,-6476250.396661886,-9351987.630954885
INSERT,建-窗扇,$WINLIB2D$00000001,-6477695.060298734,-9351583.964042225
INSERT,建-窗扇,$WINLIB2D$00000001,-6480584.387572427,-9350776.630216907
INSERT,建-窗扇,$WINLIB2D$00000001,-6487807.705756651,-9348758.295653604
INSERT,建-窗扇,$WINLIB2D$00000001,-6489252.369393494,-9348354.62874094
INSERT,建-窗扇,$WINLIB2D$00000001,-6492141.69666719,-9347547.294915615
INSERT,建-窗扇,$WINLIB2D$00000001,-6499027.926669485,-9345623.149298599
INSERT,建-窗扇,$WINLIB2D$00000001,-6503699.005761948,-9344317.959614329
INSERT,建-窗扇,$WINLIB2D$00000001,-6505143.669398793,-9343914.292701674
INSERT,建-窗扇,$WINLIB2D$00000001,-6508032.996672486,-9343106.958876347
INSERT,建-窗扇,$WINLIB2D$00000001,-6509477.66030933,-9342703.291963688
INSERT,建-窗扇,$WINLIB2D$00000001,-6512366.98758302,-9341895.958138364
INSERT,建-窗扇,$WINLIB2D$00000001,-6484918.378482963,-9349565.629478922
INSERT,建-窗扇,$WINLIB2D$00000001,-6486363.042119807,-9349161.962566261
INSERT,建-窗扇,$WINLIB2D$00000001,-6521034.969404091,-9339473.956662402
INSERT,建-窗扇,$WINLIB2D$00000001,-6482029.051209271,-9350372.963304248
INSERT,建-窗扇,$WINLIB2D$00000001,-6483473.714846114,-9349969.296391583
INSERT,建-窗扇,$WINLIB2D$00000001,-6506588.333035639,-9343510.62578901
INSERT,建-窗扇,$WINLIB2D$00000001,-6510922.32394617,-9342299.625051023
INSERT,建-窗扇,$WINLIB2D$00000001,-6518145.6421304,-9340281.290487721
INSERT,建-窗扇,$WINLIB2D$00000001,-6519590.305767243,-9339877.623575061
INSERT,建-窗扇,$WINLIB2D$00000001,-6522479.633040934,-9339070.28974974
INSERT,建-窗扇,$WINLIB2D$00000001,-6523924.296677782,-9338666.622837083
INSERT,建-窗扇,$WINLIB2D$00000001,-6525368.960314623,-9338262.955924419
INSERT,建-窗扇,$WINLIB2D$00000001,-6526813.623951469,-9337859.289011758
INSERT,建-窗扇,$WINLIB2D$00000001,-6685800.564095858,-9334967.427422011
INSERT,建-窗扇,$WINLIB2D$00000001,-6684355.900459011,-9335371.094334673
INSERT,建-窗扇,$WINLIB2D$00000001,-6681466.57318532,-9336178.428159993
INSERT,建-窗扇,$WINLIB2D$00000001,-6680021.909548473,-9336582.095072655
INSERT,建-窗扇,$WINLIB2D$00000001,-6678577.245911634,-9336985.761985317
INSERT,建-窗扇,$WINLIB2D$00000001,-6675736.074092502,-9337779.64024688
INSERT,建-窗扇,$WINLIB2D$00000001,-6672798.591364252,-9338600.429635961
INSERT,建-窗扇,$WINLIB2D$00000001,-6671353.927727405,-9339004.096548622
INSERT,建-窗扇,$WINLIB2D$00000001,-6668464.600453715,-9339811.430373938
INSERT,建-窗扇,$WINLIB2D$00000001,-6667019.93681687,-9340215.097286607
INSERT,建-窗扇,$WINLIB2D$00000001,-6664130.609543179,-9341022.431111925
INSERT,建-窗扇,$WINLIB2D$00000001,-6660470.794996505,-9342045.053957329
INSERT,建-窗扇,$WINLIB2D$00000001,-6691579.218643235,-9333352.75977137
INSERT,建-窗扇,$WINLIB2D$00000001,-6690134.555006395,-9333756.426684029
INSERT,建-窗扇,$WINLIB2D$00000001,-6655462.627722106,-9343444.432587892
INSERT,建-窗扇,$WINLIB2D$00000001,-6688689.891369547,-9334160.09359669
INSERT,建-窗扇,$WINLIB2D$00000001,-6687245.227732702,-9334563.760509352
INSERT,建-窗扇,$WINLIB2D$00000001,-6676410.250456363,-9337591.262354306
INSERT,建-窗扇,$WINLIB2D$00000001,-6677084.426820226,-9337402.884461734
INSERT,建-窗扇,$WINLIB2D$00000001,-6662685.945906335,-9341426.098024589
INSERT,建-窗扇,$DorLib2D$00000001,-6500401.686727027,-9355834.838867249
INSERT,建-窗扇,$DorLib2D$00000001,-6498379.172049618,-9356399.968517383
INSERT,建-窗扇,$WINLIB2D$00000001,-6505073.143126515,-9385466.158195896
INSERT,建-窗扇,$WINLIB2D$00000001,-6493586.360304028,-9347143.628002955
INSERT,建-窗扇,$DorLib2D$00000001,-6539915.025027219,-9374900.020509002
INSERT,I-FURN,ATM,-6542414.140969555,-9372696.178498348
INSERT,I-FURN,ATM,-6542010.474056779,-9371251.514861535
INSERT,I-FURN,ATM,-6541431.884815136,-9369180.830315436
INSERT,I-FURN,ATM,-6541028.217902363,-9367736.166678623
INSERT,KbhRt主线_右线xl,门式闸机,-6608641.996226784,-9345884.405218036
INSERT,KbhRt主线_右线xl,门式闸机,-6609316.17259061,-9345696.027325351
INSERT,KbhRt主线_右线xl,门式闸机,-6609990.348954441,-9345507.649432663
INSERT,KbhRt主线_右线xl,门式闸机,-6610664.525318269,-9345319.271539967
INSERT,KbhRt主线_右线xl,门式闸机,-6611338.701682099,-9345130.893647278
